clip_path,label,source_group,source_files,start_second,duration_seconds
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00176.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_247.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_441.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00675.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain_inside_of_a_car-77152.mp3,32.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00669.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_185.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_581.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00375.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-from-inside-car-52047.mp3,96.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00302.wav,no_rain,busy,/home/amani/phd/busy/Traffic Noise ｜ Date 27-08-2023.wav,488.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00260.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-heavy-rain-on-car-58552.mp3,68.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00052.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-windscreen-wipers-heavy-rain-23366.mp3,92.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00245.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-in-car-driving-window-engine-190711-24400.mp3,112.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00372.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_514.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_149.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00582.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain_inside_of_a_car-77152.mp3,28.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00680.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-car-roof-rain-66358.mp3,8.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00403.wav,no_rain,people,/home/amani/phd/people/4s/training/mixkit-children-voices-in-school-2254_chunk_9.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00491.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_310.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_436.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00050.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,728.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00592.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,52.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00486.wav,no_rain,people,/home/amani/phd/people/4s/training/012631_people-talking-loud-in-the-distance-at-late-night-58293_chunk_3222.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00520.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_174.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_203.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00631.wav,no_rain,people,/home/amani/phd/people/4s/training/children-playing-30728_chunk_22.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00491.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-013248_rain-from-inside-carwav-57915.mp3,12.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00294.wav,no_rain,busy,"/home/amani/phd/busy/Heavy traffic sound on Gandhi Circle , Jaipur, Rajasthan ｜ Date 12-02-2023.wav",88.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00081.wav,no_rain,heavy_traffic,/home/amani/phd/heavy/moving traffic 🚦 busy road 🚘cars Indian automobile🚗 #incredibleindiantraffic.wav,16.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00142.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,44.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00116.wav,no_rain,people,/home/amani/phd/people/4s/training/busy-street-ambience-195884_chunk_65.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00195.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_417.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_500.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00042.wav,no_rain,people,/home/amani/phd/people/4s/training/crowd-talking-138493_chunk_19.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00533.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-windscreen-wipers-heavy-rain-23366.mp3,16.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00030.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-driving-in-rainstorm-interior-17186.mp3,96.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00570.wav,no_rain,people,/home/amani/phd/people/4s/training/busy-street-ambience-195884_chunk_327.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00066.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,352.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00035.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_345.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_259.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00618.wav,no_rain,busy,/home/amani/phd/busy/youtube_6jrjkofvTgs_audio.wav,32.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00176.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,8.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00395.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-017754_rain-recorded-in-car-55107.mp3,72.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00620.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-heavy-rain-in-the-car-23182.mp3,68.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00402.wav,no_rain,busy,/home/amani/phd/busy/city-traffic-outdoor-6414.wav,16.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00116.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,16.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00164.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_167.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_296.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00706.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_546.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_395.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00428.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-heavy-rain-from-inside-car-53318.mp3,412.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00006.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_518.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_323.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00168.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_566.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_430.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00683.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,272.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00260.wav,no_rain,people,/home/amani/phd/people/4s/training/172593-2-0-10.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00719.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,292.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00045.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-in-car-driving-window-engine-190711-24400.mp3,92.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00060.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-in-car-driving-window-engine-190711-24400.mp3,100.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00364.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-heavy-rain-inside-a-car-65007.mp3,4.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00399.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,340.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00423.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/31736081-rain-on-car-shield-361559.mp3,92.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00495.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-from-inside-car-52047.mp3,296.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00417.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,220.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00585.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-windscreen-wipers-heavy-rain-23366.mp3,28.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00271.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,232.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00352.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,648.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00348.wav,no_rain,people,/home/amani/phd/people/4s/training/Why Do You Live in Milan？ ｜ Easy Italian 53_chunk_78.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00615.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_142.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_367.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00106.wav,no_rain,heavy_traffic,"/home/amani/phd/heavy/Traffic Sound (Day- Night), Evening Road Traffic, Road Traffic Noise.wav",288.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00644.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-windscreen-wipers-heavy-rain-23366.mp3,52.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00275.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,48.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00323.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-tg_on-leavescar-1_car-in-bkgrnd-78490.mp3,4.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00079.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-raining-on-car-window-16913.mp3,84.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00192.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_272.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_277.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00276.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-017754_rain-recorded-in-car-55107.mp3,40.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00578.wav,no_rain,busy,/home/amani/phd/busy/busy-street-ambience-195884.wav,1124.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00221.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-raining-on-car-window-16913.mp3,60.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00317.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,56.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00276.wav,no_rain,heavy_traffic,/home/amani/phd/heavy/traffic on wheels#trafficnoise#yttrendingvideo#travel.wav,48.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00715.wav,no_rain,busy,/home/amani/phd/busy/Traffic Noise ｜ Date 27-08-2023.wav,284.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00071.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-from-inside-car-52047.mp3,272.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00016.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,344.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00435.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_124.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_349.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00591.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_392.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_388.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00024.wav,no_rain,people,/home/amani/phd/people/4s/training/children-playing-30728_chunk_124.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00721.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,212.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00317.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_123.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_375.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00629.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-017754_rain-recorded-in-car-55107.mp3,44.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00637.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,240.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00465.wav,rain,light_rain,/home/amani/phd/rain/light/donrain-rain-inside-a-car-2-145404.mp3,648.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00125.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_327.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_311.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00668.wav,no_rain,busy,"/home/amani/phd/busy/Heavy traffic sound on Gandhi Circle , Jaipur, Rajasthan ｜ Date 12-02-2023.wav",300.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00383.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,180.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00699.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_168.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_231.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00058.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_98.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_344.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00611.wav,no_rain,busy,"/home/amani/phd/busy/Heavy traffic sound on Gandhi Circle , Jaipur, Rajasthan ｜ Date 12-02-2023.wav",216.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00487.wav,no_rain,calm,/home/amani/phd/calm/training/busy-street-ambience-195884_chunk_371.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_365.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00333.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,488.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00544.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,276.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00204.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/alex_jauk-rain-from-inside-the-car-ambience-211813.mp3,16.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00590.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_223.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_408.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00685.wav,no_rain,busy,/home/amani/phd/busy/busy-street-ambience-195884.wav,356.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00430.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/dbsound-rain-falls-at-night-cars-hum-and-people-talk-softly-248228.mp3,260.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00543.wav,no_rain,heavy_traffic,/home/amani/phd/heavy/flowing traffic#trafficnoise#incredibleindiantraffic#yttrendingvideo.wav,36.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00016.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_92.wav | /home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_291.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00590.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-61324.mp3,84.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00108.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_289.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_325.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00651.wav,no_rain,calm,/home/amani/phd/calm/training/Street Sounds 2 _Road Nosie__chunk_290.wav | /home/amani/phd/calm/training/busy-street-ambience-195884_chunk_516.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00591.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/donrain-rain-inside-a-car-113602.mp3,348.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00586.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-rain-71756.mp3,28.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00472.wav,no_rain,people,/home/amani/phd/people/4s/training/street-market-gap-france-24951_chunk_12.wav,0.0,4
/home/amani/phd/rain_detection/processed_binary_4s/rain/rain_00199.wav,rain,heavy_rain,/home/amani/phd/rain/heavy/freesound_community-heavy-rain-from-inside-car-53318.mp3,520.0,4
/home/amani/phd/rain_detection/processed_binary_4s/no_rain/no_rain_00186.wav,no_rain,heavy_traffic,/home/amani/phd/heavy/Heavy Traffic Sound of Crazy Indian Traffic Congestion.wav,16.0,4
